Port_Lincoln	isLocatedIn Australia
Kenneth_G._Wilson	hasGender	male
Kenneth_G._Wilson	wasBornIn	Waltham,_Massachusetts
Kenneth_G._Wilson	diedIn	Saco,_Maine
Kenneth_G._Wilson	isCitizenOf	United_States
Steven_Weinberg	graduatedFrom	Princeton_University
Steven_Weinberg	wasBornIn	New_York_City
Steven_Weinberg	hasWonPrize	Nobel_Prize_in_Physics
Steven_Weinberg	hasGender	male
Steven_Weinberg	worksAt	Massachusetts_Institute_of_Technology
Steven_Weinberg	isCitizenOf	United_States
Ningxia	isLocatedIn	China
Mario_Gómez	isAffiliatedTo	de/Deutsche_Fußballnationalmannschaft_(U-20-Männer)
Mario_Gómez	playsFor	FC_Bayern_Munich
Mario_Gómez	hasGender	male
Central_West_(Brazil)	isLocatedIn	Brazil
Edvin_Murati	playsFor	Lille_OSC
Edvin_Murati	isAffiliatedTo	Stade_Briochin
Edvin_Murati	hasGender	male
Edvin_Murati	wasBornIn	Tirana
TSV_Havelse	isLocatedIn	Lower_Saxony
Demetrio_Greco	playsFor	FC_Aarau
Demetrio_Greco	hasGender	male
Demetrio_Greco	isAffiliatedTo	S.S.D._Acireale_Calcio_1946
Demetrio_Greco	wasBornIn	Cosenza
Melanie_C	hasGender	female
Tunisia	dealsWith	Germany
Tunisia	imports	wordnet_fabric_103309808
Tunisia	participatedIn	Six-Day_War
Tunisia	hasNeighbor	Libya
Tunisia	exports	wordnet_clothing_103051540
Tunisia	hasCapital	Tunis
Tunisia	hasOfficialLanguage	Arabic_language
Cuneo	isLocatedIn	Province_of_Cuneo
Antonio_Pinilla	isAffiliatedTo	Spain_national_under-20_football_team
Antonio_Pinilla	playsFor	FC_Barcelona_B
Antonio_Pinilla	hasGender	male
Ousmane_Sanou	hasGender	male
Ousmane_Sanou	isAffiliatedTo	FC_Eindhoven
Ousmane_Sanou	playsFor	Willem_II_(football_club)
Nakhon_Si_Thammarat_Province	isLocatedIn	Thailand
Kirsten_Dunst	hasWonPrize	Saturn_Award
Kirsten_Dunst	hasGender	female
Kirsten_Dunst	wasBornIn	Point_Pleasant,_New_Jersey
Kirsten_Dunst	livesIn	New_York_City
Tatabánya	isLocatedIn	Komárom-Esztergom_County
Hakan_Yakin	playsFor	BSC_Young_Boys
Hakan_Yakin	hasGender	male
Hakan_Yakin	isAffiliatedTo	Al-Gharafa_Sports_Club
Hakan_Yakin	wasBornIn	Basel
Gia_Chkhaidze	playsFor	FC_FShM_Torpedo_Moscow
Gia_Chkhaidze	isAffiliatedTo	FC_Guria_Lanchkhuti
Juan_José_García_Granero	playsFor	Xerez_CD
Juan_José_García_Granero	isAffiliatedTo	Spain_national_under-18_football_team
Juan_José_García_Granero	wasBornIn	Madrid
Arnold_Sommerfeld	hasWonPrize	Max_Planck_Medal
Arnold_Sommerfeld	hasGender	male
Arnold_Sommerfeld	created	Léon_Brillouin
Arnold_Sommerfeld	worksAt	University_of_Göttingen
Arnold_Sommerfeld	influences	Léon_Brillouin
Arnold_Sommerfeld	diedIn	Munich
Arnold_Sommerfeld	wasBornIn	Königsberg
Rune_Pedersen_(footballer)	wasBornIn	Copenhagen
Rune_Pedersen_(footballer)	playsFor	Denmark_national_under-17_football_team
Rune_Pedersen_(footballer)	hasGender	male
Rune_Pedersen_(footballer)	isAffiliatedTo	Hvidovre_IF
Gmina_Nowe_Ostrowy	isLocatedIn	Łódź_Voivodeship
Moussa_Koita	isAffiliatedTo	SC_Schiltigheim
Moussa_Koita	hasGender	male
Moussa_Koita	playsFor	PSFC_Chernomorets_Burgas
Benjamin_Onwuachi	playsFor	A.C._Reggiana_1919
Benjamin_Onwuachi	isAffiliatedTo	Skoda_Xanthi_F.C.
Benjamin_Onwuachi	wasBornIn	Lagos
Benjamin_Onwuachi	hasGender	male
Pekka_Sihvola	playsFor	MYPA
Pekka_Sihvola	hasGender	male
Pekka_Sihvola	wasBornIn	Helsinki
Pekka_Sihvola	isAffiliatedTo	Klubi-04
Chikkaballapur_district	isLocatedIn	India
Arthur_Leonard	isAffiliatedTo	Leicester_City_F.C.
Arthur_Leonard	playsFor	Glentoran_F.C.
Arthur_Leonard	wasBornIn	Leicester
Petar_Mihtarski	isAffiliatedTo	R.C.D._Mallorca
Petar_Mihtarski	hasGender	male
Petar_Mihtarski	playsFor	RCD_Mallorca
Petar_Mihtarski	wasBornIn	Blagoevgrad
Yukon–Koyukuk_Census_Area,_Alaska	isLocatedIn	Alaska
Stephen_Poliakoff	wasBornIn	London
Léo_Medeiros	isAffiliatedTo	Cruzeiro_Esporte_Clube
Léo_Medeiros	playsFor	Guarani_Esporte_Clube_(MG)
John_von_Neumann	graduatedFrom	Eötvös_Loránd_University
John_von_Neumann	worksAt	Humboldt_University_of_Berlin
John_von_Neumann	influences	George_Dantzig
John_von_Neumann	livesIn	United_States
John_von_Neumann	hasWonPrize	Enrico_Fermi_Award
John_von_Neumann	hasGender	male
John_von_Neumann	wasBornIn	Budapest
West_Chester_(Pennsylvania)	isLocatedIn	Chester_County
Bernard_Sumner	wasBornIn	Manchester
Bernard_Sumner	hasGender	male
Bernard_Sumner	hasWonPrize	Ivor_Novello_Awards
Cristiano_Lucarelli	isAffiliatedTo	Valencia_CF
Cristiano_Lucarelli	playsFor	FC_Shakhtar_Donetsk
Cristiano_Lucarelli	wasBornIn	Livorno
Cristiano_Lucarelli	hasGender	male
Fábio_Júnior_Pereira	isAffiliatedTo	Al-Wahda_S.C.C.
Fábio_Júnior_Pereira	playsFor	Vitória_S.C.
Fábio_Júnior_Pereira	hasGender	male
Tiffany_Weimer	isAffiliatedTo	Fortuna_Hjørring
Tiffany_Weimer	playsFor	Washington_Freedom
Tiffany_Weimer	hasGender	female
Tiffany_Weimer	wasBornIn	Bridgeport,_Connecticut
August_Wilhelm_von_Hofmann	hasWonPrize	Albert_Medal_(Royal_Society_of_Arts)
August_Wilhelm_von_Hofmann	diedIn	Berlin
August_Wilhelm_von_Hofmann	wasBornIn	Giessen
August_Wilhelm_von_Hofmann	graduatedFrom	University_of_Göttingen
August_Wilhelm_von_Hofmann	livesIn	England
August_Wilhelm_von_Hofmann	hasGender	male
August_Wilhelm_von_Hofmann	hasAcademicAdvisor	Justus_von_Liebig
Alan_Kusov	isAffiliatedTo	PFC_CSKA_Moscow
Alan_Kusov	playsFor	FC_Luch-Energiya_Vladivostok
Alan_Kusov	wasBornIn	Vladikavkaz
Alan_Kusov	hasGender	male
Moncton	isLocatedIn	New_Brunswick
Chernivtsi	isLocatedIn	Chernivtsi_Oblast
Aleutian_Islands	isLocatedIn	Bering_Sea
Perth_Wildcats	isLocatedIn	Western_Australia
North_Holland	isLocatedIn	Netherlands
North_Holland	hasCapital	Haarlem
Jeremiah_Denton	hasWonPrize	Navy_Cross
Jeremiah_Denton	diedIn	Virginia_Beach,_Virginia
Jeremiah_Denton	graduatedFrom	United_States_Naval_Academy
Jeremiah_Denton	hasGender	male
Jeremiah_Denton	wasBornIn	Mobile,_Alabama
Jeremiah_Denton	isAffiliatedTo	Republican_Party_(United_States)
Spartanburg,_South_Carolina	isLocatedIn	Spartanburg_County,_South_Carolina
New_Jersey	hasCapital	Newark_(New_Jersey)
New_Jersey	isLocatedIn	United_States
Amravati_district	isLocatedIn	Maharashtra
Barry_Fry	isAffiliatedTo	Leyton_Orient_F.C.
Barry_Fry	playsFor	Bedford_Town_F.C.
Barry_Fry	hasGender	male
Cartagena_FC	isLocatedIn	Cartagena_(Spain)
Platanias_F.C.	isLocatedIn	Chania_(regional_unit)
Josh_Schwartz	wasBornIn	Providence,_Rhode_Island
Josh_Schwartz	hasGender	male
French_Indochina	hasCapital	Ho_Chi_Minh_City
French_Indochina	participatedIn	Pacific_War
French_Indochina	isLocatedIn	Southeast_Asia
Chris_Palmer_(footballer)	isAffiliatedTo	Gillingham_F.C.
Chris_Palmer_(footballer)	playsFor	Gillingham_F.C.
Chris_Palmer_(footballer)	hasGender	male
Dumitru_Dumitriu	playsFor	FC_Rapid_București
Dumitru_Dumitriu	isAffiliatedTo	A.E.K._Athens_F.C.
Dumitru_Dumitriu	hasGender	male
Dumitru_Dumitriu	wasBornIn	Bucharest
Spasoje_Bulajič	playsFor	NK_Olimpija_Ljubljana_(defunct)
Spasoje_Bulajič	isAffiliatedTo	1._FC_Cologne
Spasoje_Bulajič	wasBornIn	Slovenj_Gradec
Bartlesville,_Oklahoma	isLocatedIn	Oklahoma
Wallace_Stegner	hasWonPrize	National_Book_Award
Wallace_Stegner	influences	Larry_McMurtry
Wallace_Stegner	hasGender	male
Wallace_Stegner	diedIn	Santa_Fe,_New_Mexico
Wallace_Stegner	isCitizenOf	United_States
Montgomery_County,_Kansas	isLocatedIn	Kansas
Constitutional_Democratic_Rally	isLocatedIn	Tunis
Long_An_Province	isLocatedIn	Vietnam
Randy_Edelman	hasGender	male
Randy_Edelman	wasBornIn	Paterson,_New_Jersey
North_Korea	dealsWith	South_Korea
North_Korea	participatedIn	Vietnam_War
North_Korea	isLocatedIn	Asia
North_Korea	hasNeighbor	South_Korea
North_Korea	imports	wordnet_fabric_103309808
North_Korea	hasCapital	Pyongyang
North_Korea	exports	wordnet_fabric_103309808
Fredrik_Söderström	playsFor	Hammarby_IF
Fredrik_Söderström	isAffiliatedTo	C.F._Estrela_da_Amadora
Fredrik_Söderström	wasBornIn	Ludvika
Fredrik_Söderström	hasGender	male
Cosmin_Pașcovici	isAffiliatedTo	AFC_Rocar_București
Cosmin_Pașcovici	playsFor	FC_Petrolul_Ploiești
Cosmin_Pașcovici	hasGender	male
Duncan,_British_Columbia	isLocatedIn	Vancouver_Island
University_of_Bath	isLocatedIn	Bath,_Somerset
Dario_Argento	wasBornIn	Rome
Dario_Argento	hasGender	male
Adam_Smith	isCitizenOf	Kingdom_of_Great_Britain
Adam_Smith	influences	Frédéric_Bastiat
Adam_Smith	wasBornIn	Kirkcaldy
Adam_Smith	diedIn	Edinburgh
Adam_Smith	graduatedFrom	University_of_Glasgow
Adam_Smith	hasGender	male
Ivan_Artipoli	isAffiliatedTo	Foggia_Calcio
Ivan_Artipoli	playsFor	Italy_national_under-19_football_team
Ivan_Artipoli	wasBornIn	Pescara
Ivan_Artipoli	hasGender	male
Dynamo_Dresden	isLocatedIn	Saxony
Mos_Def	actedIn	Teenage_Mutant_Ninja_Turtles_(film_series)
Mos_Def	hasGender	male
Horn_Island_Airport	isConnectedTo	Cairns_Airport
Velika_Gorica	isLocatedIn	Croatia
Gmina_Radzymin	isLocatedIn	Masovian_Voivodeship
Pomoravlje_District	isLocatedIn	Paraćin
Ipoh	isLocatedIn	Perak
Newport_(Monmouthshire)	isLocatedIn	United_Kingdom
John_Thomas_(basketball)	isAffiliatedTo	Xinjiang_Flying_Tigers
John_Thomas_(basketball)	hasGender	male
John_Thomas_(basketball)	wasBornIn	Minneapolis
David_Burnside_(footballer)	isAffiliatedTo	Southampton_F.C.
David_Burnside_(footballer)	playsFor	Plymouth_Argyle_F.C.
David_Burnside_(footballer)	diedIn	Bristol
David_Burnside_(footballer)	hasGender	male
Catamarca_Province	isLocatedIn	Argentina
Mile_Sterjovski	playsFor	Australia_national_association_football_team
Mile_Sterjovski	isAffiliatedTo	Derby_County_F.C.
Mile_Sterjovski	hasGender	male
Mile_Sterjovski	wasBornIn	Wollongong
Sudan	hasNeighbor	Egypt
Sudan	hasCapital	Khartoum
Sudan	dealsWith	Saudi_Arabia
Sudan	participatedIn	Second_Congo_War
Sudan	imports	wordnet_foodstuff_107566340
Sudan	hasOfficialLanguage	Arabic_language
Sudan	isLocatedIn	Africa
Henri_Poincaré	worksAt	fr/Faculté_des_sciences_de_Paris
Henri_Poincaré	influences	Jürgen_Moser
Henri_Poincaré	hasWonPrize	Bruce_Medal
Henri_Poincaré	graduatedFrom	fr/Faculté_des_sciences_de_Paris
Henri_Poincaré	diedIn	Paris
Henri_Poincaré	hasAcademicAdvisor	Lazarus_Fuchs
Henri_Poincaré	wasBornIn	Nancy
Henri_Poincaré	isCitizenOf	France
John_Mousinho	isAffiliatedTo	Woking_F.C.
John_Mousinho	playsFor	Wycombe_Wanderers_F.C.
Berlin_Schönefeld_Airport	isConnectedTo	Pulkovo_Airport
Berlin_Schönefeld_Airport	isLocatedIn	Berlin
Mo_Harkin	isAffiliatedTo	Forest_Green_Rovers_F.C.
Mo_Harkin	hasGender	male
Mo_Harkin	playsFor	Farnborough_F.C.
Mo_Harkin	wasBornIn	Derry
Beijing_Capital_International_Airport	isLocatedIn	Beijing
Roger_Penrose	hasWonPrize	De_Morgan_Medal
Roger_Penrose	graduatedFrom	University_of_Cambridge
Roger_Penrose	wasBornIn	Colchester
Roger_Penrose	worksAt	University_of_Oxford
Roger_Penrose	livesIn	United_Kingdom
Roger_Penrose	influences	Michael_Atiyah
Roger_Penrose	hasGender	male
Brian_Laudrup	isAffiliatedTo	K.F.C._Uerdingen_05
Brian_Laudrup	playsFor	A.C._Milan
Brian_Laudrup	hasGender	male
Brian_Laudrup	wasBornIn	Vienna
Steve_McGavin	playsFor	Bury_Town_F.C.
Steve_McGavin	isAffiliatedTo	Southend_United_F.C.
Steve_McGavin	hasGender	male
Connellsville,_Pennsylvania	isLocatedIn	Pennsylvania
Daniel_Nannskog	isAffiliatedTo	Sweden_national_football_team
Daniel_Nannskog	playsFor	Sichuan_Guancheng_F.C.
Americano_Futebol_Clube	isLocatedIn	Campos_dos_Goytacazes
Bahrain	dealsWith	France
Bahrain	participatedIn	War_in_Afghanistan_(2001–present)
Bahrain	imports	wordnet_petroleum_114980579
Bahrain	hasOfficialLanguage	Arabic_language
Bahrain	isLocatedIn	Persian_Gulf
Bahrain	hasCapital	Manama
Međimurje_County	hasCapital	Čakovec
Međimurje_County	isLocatedIn	Croatia
Alharbi_El_Jadeyaoui	playsFor	RC_Lens
Alharbi_El_Jadeyaoui	isAffiliatedTo	R.C._Lens
Alharbi_El_Jadeyaoui	wasBornIn	Strasbourg
Central_Bohemian_Region	isLocatedIn	Czech_Republic
Fresno_County	isLocatedIn	Fresno
Jeetendra	wasBornIn	Amritsar
Jeetendra	hasGender	male
Jeetendra	created	Balaji_Telefilms
Jeetendra	actedIn	Jaani_Dushman
Jeetendra	hasChild	Tusshar_Kapoor
Joca	isAffiliatedTo	Gil_Vicente_F.C.
Joca	playsFor	Qingdao_Jonoon_F.C.
Joca	wasBornIn	Porto
Sebastián_Blázquez	isAffiliatedTo	Técnico_Universitario
Sebastián_Blázquez	playsFor	Club_Atlético_Colón
Sebastián_Blázquez	hasGender	male
Danijel_Subotić	playsFor	Gabala_FK
Danijel_Subotić	isAffiliatedTo	FC_Universitatea_Craiova
Danijel_Subotić	wasBornIn	Zagreb
Danijel_Subotić	hasGender	male
New_Britain	isLocatedIn	Papua_New_Guinea
Baden-Württemberg	hasCapital	Stuttgart
Baden-Württemberg	isLocatedIn	Germany
Miroslav_Baranek	isAffiliatedTo	AC_Sparta_Prague
Miroslav_Baranek	playsFor	FC_Admira_Wacker_Mödling
Miroslav_Baranek	wasBornIn	Havířov
Petrony_Santiago_Barros	playsFor	America_Football_Club_(RJ)
Petrony_Santiago_Barros	isAffiliatedTo	Associação_Portuguesa_de_Desportos
Petrony_Santiago_Barros	hasGender	male
Trelleborgs_FF	isLocatedIn	Trelleborg
Michael_Stipe	wasBornIn	Decatur,_Georgia
Michael_Stipe	hasGender	male
Nawaz_Sharif	isLeaderOf	Pakistan
Nawaz_Sharif	playsFor	FC_Sion
Nawaz_Sharif	graduatedFrom	Government_College_University,_Lahore
Nawaz_Sharif	hasGender	male
Nawaz_Sharif	hasChild	Pervez_Musharraf
Nawaz_Sharif	livesIn	Islamabad
Nawaz_Sharif	isPoliticianOf	Pakistan
Nawaz_Sharif	isAffiliatedTo	Pakistan_Muslim_League_(N)
Lena_Philipsson	hasGender	female
Udine_(province)	isLocatedIn	Udine
Ivančna_Gorica	isLocatedIn	Lower_Carniola
Rutgers_University	isLocatedIn	Newark,_New_Jersey
Grays_Athletic_F.C.	isLocatedIn	Grays
Nottingham_Panthers	isLocatedIn	England
Charleville-Mézières	isLocatedIn	France
Gmina_Siemień	isLocatedIn	Parczew_County
FK_Auda	isLocatedIn	Riga
Giancarlo_Maldonado	isAffiliatedTo	Deportivo_Táchira
Giancarlo_Maldonado	playsFor	Chivas_USA
Giancarlo_Maldonado	hasGender	male
Urmila_Matondkar	hasGender	female
Urmila_Matondkar	wasBornIn	Mumbai
AZAL_PFK	isLocatedIn	Baku
Antonio_Soldevilla	isAffiliatedTo	Marbella_FC
Antonio_Soldevilla	playsFor	Pro_Duta_F.C.
Antonio_Soldevilla	hasGender	male
Anthony_LaPaglia	hasWonPrize	Primetime_Emmy_Award
Anthony_LaPaglia	wasBornIn	Adelaide
Anthony_LaPaglia	hasGender	male
Moulins,_Allier	isLocatedIn	France
Nagaur_district	isLocatedIn	Rajasthan
JoBeth_Williams	wasBornIn	Houston
JoBeth_Williams	hasGender	female
John_Goodman	hasGender	male
John_Goodman	hasWonPrize	Primetime_Emmy_Award
John_Goodman	wasBornIn	St._Louis
East_Prussia	hasCapital	Königsberg
East_Prussia	isLocatedIn	Europe
Ray_Heindorf	hasGender	male
Mr._Children	hasGender	male
Craig_Reid_(footballer,_born_1985)	isAffiliatedTo	Cheltenham_Town_F.C.
Craig_Reid_(footballer,_born_1985)	hasGender	male
Craig_Reid_(footballer,_born_1985)	playsFor	Tamworth_F.C.
Craig_Reid_(footballer,_born_1985)	wasBornIn	Coventry
Felix_Klein	isCitizenOf	Germany
Felix_Klein	graduatedFrom	University_of_Bonn
Felix_Klein	hasWonPrize	Copley_Medal
Felix_Klein	wasBornIn	Düsseldorf
Felix_Klein	hasAcademicAdvisor	Lazarus_Fuchs
Felix_Klein	diedIn	Göttingen
Felix_Klein	hasGender	male
Przeworsk_County	isLocatedIn	Podkarpackie_Voivodeship
Umeå_Municipality	isLocatedIn	Umeå
Karl_Hawley	playsFor	Hednesford_Town_F.C.
Karl_Hawley	isAffiliatedTo	Raith_Rovers_F.C.
Karl_Hawley	hasGender	male
Karl_Hawley	wasBornIn	Walsall
Darius_Žutautas	playsFor	VMFD_Žalgiris_Vilnius
Darius_Žutautas	isAffiliatedTo	FK_Panerys_Vilnius
Darius_Žutautas	hasGender	male
Suresh_Oberoi	livesIn	Maharashtra
Suresh_Oberoi	hasWonPrize	Bengal_Film_Journalists'_Association_Awards
Suresh_Oberoi	wasBornIn	Quetta
Suresh_Oberoi	hasGender	male
Suresh_Oberoi	hasChild	Vivek_Oberoi
N._T._Rama_Rao	hasWonPrize	Padma_Shri
N._T._Rama_Rao	hasGender	male
N._T._Rama_Rao	hasChild	Nandamuri_Balakrishna
N._T._Rama_Rao	isAffiliatedTo	Telugu_Desam_Party
N._T._Rama_Rao	isPoliticianOf	Andhra_Pradesh
Val-d'Or_Airport	isConnectedTo	Abel_Santamaría_Airport
Val-d'Or_Airport	isLocatedIn	Quebec
Hugo_Alcântara	isAffiliatedTo	U.D._Leiria
Hugo_Alcântara	playsFor	Clube_Atlético_Paranaense
Hugo_Alcântara	hasGender	male
Hugo_Alcântara	wasBornIn	Cuiabá
Dmytro_Semochko	playsFor	FC_Luch-Energiya_Vladivostok
Dmytro_Semochko	isAffiliatedTo	FC_Shinnik_Yaroslavl
Dmytro_Semochko	wasBornIn	Lviv
Dmytro_Semochko	hasGender	male
Steele_County,_North_Dakota	isLocatedIn	North_Dakota
Carolina,_Puerto_Rico	isLocatedIn	United_States
Carmine_Coppola_(footballer)	isAffiliatedTo	Frosinone_Calcio
Carmine_Coppola_(footballer)	playsFor	Italy_national_football_team
Carmine_Coppola_(footballer)	hasGender	male
István_Pisont	playsFor	Hungary_national_football_team
István_Pisont	isAffiliatedTo	Hungary_national_football_team
István_Pisont	hasGender	male
Mark_Yeates	isAffiliatedTo	Hull_City_A.F.C.
Mark_Yeates	playsFor	Tottenham_Hotspur_F.C.
Petar_Jovanović	isAffiliatedTo	FK_Sloboda_Užice
Petar_Jovanović	playsFor	FK_Radnički_Niš
Basilicata	hasCapital	Potenza
Basilicata	isLocatedIn	Potenza
Ganiyu_Oseni	playsFor	PFC_CSKA_Moscow
Ganiyu_Oseni	isAffiliatedTo	PFC_CSKA_Moscow
Ganiyu_Oseni	hasGender	male
Paul_Shaw_(footballer)	isAffiliatedTo	F.C._New_York
Paul_Shaw_(footballer)	playsFor	Burnley_F.C.
Paul_Shaw_(footballer)	hasGender	male
Aligarh_district	hasCapital	Aligarh,_Uttar_Pradesh
Eskişehir	isLocatedIn	Central_Anatolia
Gmina_Kije	isLocatedIn	Pińczów_County
Levan_Kebadze	isAffiliatedTo	Georgia_national_football_team
Levan_Kebadze	playsFor	Omonia_Aradippou
Levan_Kebadze	wasBornIn	Tbilisi
Levan_Kebadze	hasGender	male
Durrës	isLocatedIn	Albania
Anthony_Šerić	playsFor	Panathinaikos_F.C.
Anthony_Šerić	isAffiliatedTo	S.C._Olhanense
Anthony_Šerić	wasBornIn	Sydney
Anthony_Šerić	hasGender	male
University_of_Chicago	isLocatedIn	Chicago
Bohdan_Shust	playsFor	FC_Karpaty-2_Lviv
Bohdan_Shust	isAffiliatedTo	FC_Zorya_Luhansk
Bohdan_Shust	hasGender	male
Lee_Boylan	playsFor	Kingstonian_F.C.
Lee_Boylan	isAffiliatedTo	England_national_football_C_team
Lee_Boylan	hasGender	male
Yanko_Valkanov	isAffiliatedTo	PFC_Naftex_Burgas
Yanko_Valkanov	playsFor	FC_Dinamo_Minsk
Yanko_Valkanov	hasGender	male
Yanko_Valkanov	wasBornIn	Stara_Zagora
Santiago_Salcedo	isAffiliatedTo	Cerro_Porteño
Santiago_Salcedo	playsFor	Chiapas_F.C.
Santiago_Salcedo	hasGender	male
Ratko_Dostanić	isAffiliatedTo	FK_Smederevo
Ratko_Dostanić	playsFor	FK_Timok_Zaječar
Ratko_Dostanić	hasGender	male
La_Chaux-de-Fonds	isLocatedIn	Switzerland
Washington_&_Jefferson_College	isLocatedIn	Pennsylvania
Viktor_Hrachov	isAffiliatedTo	FC_Shakhtar-2_Donetsk
Viktor_Hrachov	playsFor	FC_Torpedo_Moscow
Viktor_Hrachov	hasGender	male
Ronnie_Hildersley	playsFor	Rochdale_A.F.C.
Ronnie_Hildersley	isAffiliatedTo	Preston_North_End_F.C.
Ronnie_Hildersley	wasBornIn	Kirkcaldy
Ronnie_Hildersley	hasGender	male
Graeme_Smith_(footballer_born_1983)	playsFor	Brighton_&_Hove_Albion_F.C.
Graeme_Smith_(footballer_born_1983)	wasBornIn	Edinburgh
Graeme_Smith_(footballer_born_1983)	isAffiliatedTo	Rangers_F.C.
Graeme_Smith_(footballer_born_1983)	hasGender	male
Audrey_Hepburn	hasWonPrize	Emmy_Award
Audrey_Hepburn	hasGender	female
Audrey_Hepburn	isMarriedTo	Mel_Ferrer
D._W._Griffith	hasGender	male
D._W._Griffith	directed	Intolerance_(film)
Agen	isLocatedIn	Aquitaine
Eugene_Wigner	isCitizenOf	Hungary
Eugene_Wigner	hasWonPrize	Enrico_Fermi_Award
Eugene_Wigner	livesIn	United_States
Eugene_Wigner	wasBornIn	Budapest
Eugene_Wigner	graduatedFrom	Technical_University_of_Berlin
Eugene_Wigner	diedIn	Princeton,_New_Jersey
Eugene_Wigner	hasGender	male
Eugene_Wigner	worksAt	University_of_Wisconsin–Madison
South_Carolina_Stingrays	isLocatedIn	Charleston_(South_Carolina)
Esteban_Granero	playsFor	Real_Sociedad
Esteban_Granero	isAffiliatedTo	Real_Madrid_C
Esteban_Granero	hasGender	male
Aristides_Pereira_International_Airport	isConnectedTo	Nelson_Mandela_International_Airport
Art_Rooney	hasGender	male
Art_Rooney	owns	Philadelphia_Spartans
Art_Rooney	diedIn	Pittsburgh
Taken_(TV_miniseries)	isLocatedIn	United_States
Keith_Gumbs	isAffiliatedTo	Arema_Cronus_F.C.
Keith_Gumbs	playsFor	Sriwijaya_F.C.
Keith_Gumbs	hasGender	male
Agatha_Christie	influences	Ruth_Rendell
Agatha_Christie	hasWonPrize	Anthony_Awards
Agatha_Christie	wasBornIn	Torquay
Agatha_Christie	hasGender	female
Agatha_Christie	diedIn	Wallingford,_Oxfordshire
Belarus	hasNeighbor	Lithuania
Belarus	exports	wordnet_chemical_114806838
Belarus	dealsWith	Netherlands
Belarus	imports	wordnet_chemical_114806838
Belarus	isLocatedIn	Europe
Belarus	hasCapital	Minsk
Henning_Mankell	isCitizenOf	Sweden
Henning_Mankell	hasWonPrize	de/Prix_Mystère_de_la_critique
Saintes,_Charente-Maritime	isLocatedIn	Poitou-Charentes
Laurent_D'Jaffo	playsFor	Mansfield_Town_F.C.
Laurent_D'Jaffo	isAffiliatedTo	Sheffield_United_F.C.
Laurent_D'Jaffo	hasGender	male
Ben_Hannigan	playsFor	St_Patrick's_Athletic_F.C.
Ben_Hannigan	isAffiliatedTo	Chelmsford_City_F.C.
Ben_Hannigan	wasBornIn	Dublin
Francis_Ford_Coppola	created	The_Godfather_(film_series)
Francis_Ford_Coppola	directed	Apocalypse_Now_Redux
Francis_Ford_Coppola	wasBornIn	Detroit
Francis_Ford_Coppola	hasWonPrize	Praemium_Imperiale
Francis_Ford_Coppola	hasChild	Sofia_Coppola
Francis_Ford_Coppola	graduatedFrom	Hofstra_University
Francis_Ford_Coppola	hasGender	male
Francis_Ford_Coppola	isAffiliatedTo	Democratic_Party_(United_States)
Roberto_Monserrat	playsFor	Argentinos_Juniors
Roberto_Monserrat	wasBornIn	Córdoba,_Argentina
Roberto_Monserrat	isAffiliatedTo	Argentinos_Juniors
Roberto_Monserrat	hasGender	male
Miles_Davis	diedIn	Santa_Monica,_California
Miles_Davis	hasWonPrize	Grammy_Lifetime_Achievement_Award
Miles_Davis	hasMusicalRole	wordnet_synthesist_110687231
Miles_Davis	wasBornIn	Alton,_Illinois
Miles_Davis	hasGender	male
Alex_Raisbeck	isAffiliatedTo	Chester_City_F.C.
Alex_Raisbeck	playsFor	Partick_Thistle_F.C.
Alex_Raisbeck	hasGender	male
Fredericia	isLocatedIn	Region_of_Southern_Denmark
Sundar_C.	hasGender	male
Sundar_C.	hasWonPrize	Kalaimamani
Sundar_C.	isMarriedTo	Kushboo
Élton_José_Xavier_Gomes	isAffiliatedTo	Al_Nassr_FC
Élton_José_Xavier_Gomes	playsFor	FC_Steaua_București
Élton_José_Xavier_Gomes	hasGender	male
Jermaine_Jones	playsFor	Eintracht_Frankfurt
Jermaine_Jones	isAffiliatedTo	FC_Schalke_04
Jermaine_Jones	wasBornIn	Frankfurt
Erwin_Schrödinger	worksAt	University_of_Zurich
Erwin_Schrödinger	hasWonPrize	Nobel_Prize_in_Physics
Erwin_Schrödinger	diedIn	Vienna
Erwin_Schrödinger	hasGender	male
Erwin_Schrödinger	graduatedFrom	University_of_Vienna
Erwin_Schrödinger	isCitizenOf	Austria-Hungary
Erwin_Schrödinger	wasBornIn	Vienna
David_Yelldell	isAffiliatedTo	TuS_Koblenz
David_Yelldell	playsFor	MSV_Duisburg
David_Yelldell	hasGender	male
Johan_Vonlanthen	wasBornIn	Santa_Marta
Johan_Vonlanthen	isAffiliatedTo	Grasshopper_Club_Zürich
Johan_Vonlanthen	playsFor	Brescia_Calcio
Johan_Vonlanthen	hasGender	male
Gmina_Włoszakowice	isLocatedIn	Leszno_County
Syrmia	isLocatedIn	Europe
José_Fernando_Viana_de_Santana	playsFor	Volta_Redonda_Futebol_Clube
José_Fernando_Viana_de_Santana	isAffiliatedTo	Sociedade_Esportiva_Palmeiras
Hermann_Kolbe	diedIn	Leipzig
Hermann_Kolbe	hasGender	male
Hermann_Kolbe	graduatedFrom	University_of_Marburg
Hermann_Kolbe	worksAt	Leipzig_University
Hermann_Kolbe	hasWonPrize	Davy_Medal
